Year,Atoll,Island,Treatment,Transect,Area,Species,Length,Family,Diet,a,b,Weight,Weight_m
2023,Great_Chagos_Bank,Eagle,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Great_Chagos_Bank,Eagle,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Great_Chagos_Bank,Eagle,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Great_Chagos_Bank,Eagle,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis dimidiata,8,Pomacentridae,Planktivore,0.02089,2.98,10.25998206,0.1026
2023,Salomon,Sal_Ile_Anglaise,Ratty,1,100,Chromis opercularis,9,Pomacentridae,Planktivore,0.01259,3.03,9.803486017,0.098
2023,Salomon,Sal_Ile_Anglaise,Ratty,2,100,Chromis opercularis,10,Pomacentridae,Planktivore,0.01259,3.03,13.49042805,0.1349
2023,Salomon,Sal_Ile_Anglaise,Ratty,2,100,Chromis opercularis,10,Pomacentridae,Planktivore,0.01259,3.03,13.49042805,0.1349
2023,Salomon,Sal_Ile_Anglaise,Ratty,2,100,Chromis opercularis,10,Pomacentridae,Planktivore,0.01259,3.03,13.49042805,0.1349
2023,Salomon,Sal_Ile_Anglaise,Ratty,3,100,Chromis opercularis,11,Pomacentridae,Planktivore,0.01259,3.03,18.00717421,0.1801
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis opercularis,10,Pomacentridae,Planktivore,0.01259,3.03,13.49042805,0.1349
2023,Salomon,Sal_Ile_Anglaise,Ratty,4,100,Chromis opercularis,9,Pomacentridae,Planktivore,0.01259,3.03,9.803486017,0.098
2023,Salomon,Sal_Ile_Anglaise,Ratty,3,100,Chromis ternatensis,8,Pomacentridae,Planktivore,0.02344,3.04,13.04220937,0.1304
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,Ile_Poule,Ratty,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Peros_Banhos,PB_Ile_Anglaise,Ratty,3,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,2,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2015,Salomon,Ile_de_la_Passe,Birdy,4,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2018,Salomon,Ile_de_la_Passe,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2018,Salomon,Ile_de_la_Passe,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2018,Salomon,Ile_de_la_Passe,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2018,Salomon,Ile_de_la_Passe,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2018,Salomon,Ile_de_la_Passe,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2018,Salomon,Ile_de_la_Passe,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.1448
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,6,Pomacentridae,Planktivore,0.02089,2.9,3.772046745,0.0377
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,7,Pomacentridae,Planktivore,0.02089,2.9,5.898244291,0.059
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,2,100,Chromis viridis,8,Pomacentridae,Planktivore,0.02089,2.9,8.687591711,0.0869
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
2023,Great_Chagos_Bank,Eagle,Ratty,3,100,Chromis viridis,5,Pomacentridae,Planktivore,0.02089,2.9,2.223061373,0.0222
